ds,form,year,varname,irn
ICPSR_37415,1,2018,v7220,00380
ICPSR_37416,1,2018,v2170,00380
ICPSR_37416,1,2018,v1170,00380
ICPSR_37416,1,2018,v2170,00380
ICPSR_37416,1,2018,v3170,00380
ICPSR_37416,1,2018,v4170,00380
ICPSR_37416,1,2018,v5170,00380
ICPSR_37416,1,2018,v6170,00380
ICPSR_37841,1,2019,v2170,00380
ICPSR_37841,1,2019,v1170,00380
ICPSR_37841,1,2019,v2170,00380
ICPSR_37841,1,2019,v3170,00380
ICPSR_37841,1,2019,v4170,00380
ICPSR_37841,1,2019,v5170,00380
ICPSR_37841,1,2019,v6170,00380
ICPSR_37842,1,2019,v7220,00380
ICPSR_38156,1,2020,v2170,00380
ICPSR_38156,1,2020,v1170,00380
ICPSR_38156,1,2020,v2170,00380
ICPSR_38156,1,2020,v3170,00380
ICPSR_38156,1,2020,v4170,00380
ICPSR_38156,1,2020,v5170,00380
ICPSR_38156,1,2020,v6170,00380
ICPSR_38189,1,2020,v7220,00380
ICPSR_38502,1,2021,v7220,00380
ICPSR_38503,1,2021,v2170,00380
ICPSR_38503,1,2021,v1170,00380
ICPSR_38503,1,2021,v2170,00380
ICPSR_38503,1,2021,v3170,00380
ICPSR_38503,1,2021,v4170,00380
ICPSR_38503,1,2021,v5170,00380
ICPSR_38503,1,2021,v6170,00380
ICPSR_38882,1,2022,v2170,00380
ICPSR_38882,1,2022,v1170,00380
ICPSR_38882,1,2022,v2170,00380
ICPSR_38882,1,2022,v3170,00380
ICPSR_38882,1,2022,v4170,00380
ICPSR_38882,1,2022,v5170,00380
ICPSR_38882,1,2022,v6170,00380
ICPSR_38883,1,2022,v7220,00380
ICPSR_39171,1,2023,v7220,00380
ICPSR_39172,1,2023,v2170,00380
ICPSR_39172,2,2023,v1170,00380
ICPSR_39172,3,2023,v2170,00380
ICPSR_39172,4,2023,v3170,00380
ICPSR_39172,5,2023,v4170,00380
ICPSR_39172,6,2023,v5170,00380
ICPSR_39172,7,2023,v6170,00380
ICPSR_02521,1,1991,v1244,00380
ICPSR_02521,2,1991,v2244,00380
ICPSR_02521,3,1991,v1244,00380
ICPSR_02521,4,1991,v2244,00380
ICPSR_02522,1,1992,v1243,00380
ICPSR_02522,2,1992,v2242,00380
ICPSR_02522,3,1992,v1243,00380
ICPSR_02522,4,1992,v2242,00380
ICPSR_02523,1,1993,v1244,00380
ICPSR_02523,2,1993,v2245,00380
ICPSR_02523,3,1993,v1244,00380
ICPSR_02523,4,1993,v2245,00380
ICPSR_02475,1,1994,v1245,00380
ICPSR_02475,2,1994,v2245,00380
ICPSR_02475,3,1994,v1245,00380
ICPSR_02475,4,1994,v2245,00380
ICPSR_02390,1,1995,v1251,00380
ICPSR_02390,2,1995,v2246,00380
ICPSR_02390,3,1995,v1251,00380
ICPSR_02390,4,1995,v2246,00380
ICPSR_02350,1,1996,v1253,00380
ICPSR_02350,2,1996,v2251,00380
ICPSR_02350,3,1996,v1253,00380
ICPSR_02350,4,1996,v2251,00380
ICPSR_02476,1,1997,v1253,00380
ICPSR_02476,2,1997,v2251,00380
ICPSR_02476,3,1997,v3253,00380
ICPSR_02476,4,1997,v4253,00380
ICPSR_02476,5,1997,v1253,00380
ICPSR_02476,6,1997,v2251,00380
ICPSR_02476,7,1997,v3253,00380
ICPSR_02476,8,1997,v4253,00380
ICPSR_02752,1,1998,v1251,00380
ICPSR_02752,2,1998,v2251,00380
ICPSR_02752,3,1998,v3253,00380
ICPSR_02752,4,1998,v4253,00380
ICPSR_02752,5,1998,v1251,00380
ICPSR_02752,6,1998,v2251,00380
ICPSR_02752,7,1998,v3253,00380
ICPSR_02752,8,1998,v4253,00380
ICPSR_02940,1,1999,v1251,00380
ICPSR_02940,2,1999,v2251,00380
ICPSR_02940,3,1999,v3255,00380
ICPSR_02940,4,1999,v4255,00380
ICPSR_02940,5,1999,v1251,00380
ICPSR_02940,6,1999,v2251,00380
ICPSR_02940,7,1999,v3255,00380
ICPSR_02940,8,1999,v4255,00380
ICPSR_03183,1,2000,v1251,00380
ICPSR_03183,2,2000,v2251,00380
ICPSR_03183,3,2000,v3255,00380
ICPSR_03183,4,2000,v4255,00380
ICPSR_03183,5,2000,v1251,00380
ICPSR_03183,6,2000,v2251,00380
ICPSR_03183,7,2000,v3255,00380
ICPSR_03183,8,2000,v4255,00380
ICPSR_03426,1,2001,v1250,00380
ICPSR_03426,2,2001,v2254,00380
ICPSR_03426,3,2001,v3257,00380
ICPSR_03426,4,2001,v4257,00380
ICPSR_03426,5,2001,v1250,00380
ICPSR_03426,6,2001,v2254,00380
ICPSR_03426,7,2001,v3257,00380
ICPSR_03426,8,2001,v4257,00380
ICPSR_03752,1,2002,v1270,00630
ICPSR_03752,2,2002,v2274,00630
ICPSR_03752,3,2002,v3277,00630
ICPSR_03752,4,2002,v4277,00630
ICPSR_03752,5,2002,v1270,00630
ICPSR_03752,6,2002,v2274,00630
ICPSR_03752,7,2002,v3277,00630
ICPSR_03752,8,2002,v4277,00630
ICPSR_03753,1,2002,v195,00630
ICPSR_03753,2,2002,v1195,00630
ICPSR_03753,3,2002,v2195,00630
ICPSR_03753,4,2002,v3195,00630
ICPSR_03753,5,2002,v4195,00630
ICPSR_03753,7,2002,v6195,00630
ICPSR_04018,1,2003,v1270,00630
ICPSR_04018,2,2003,v2274,00630
ICPSR_04018,3,2003,v3277,00630
ICPSR_04018,4,2003,v4277,00630
ICPSR_04018,5,2003,v1270,00630
ICPSR_04018,6,2003,v2274,00630
ICPSR_04018,7,2003,v3277,00630
ICPSR_04018,8,2003,v4277,00630
ICPSR_04019,1,2003,v195,00630
ICPSR_04019,2,2003,v1195,00630
ICPSR_04019,3,2003,v2195,00630
ICPSR_04019,4,2003,v3195,00630
ICPSR_04019,5,2003,v4195,00630
ICPSR_04019,6,2003,v5195,00630
ICPSR_04019,7,2003,v6195,00630
ICPSR_04263,1,2004,v1271,00630
ICPSR_04263,2,2004,v2275,00630
ICPSR_04263,3,2004,v3278,00630
ICPSR_04263,4,2004,v4278,00630
ICPSR_04263,5,2004,v1271,00630
ICPSR_04263,6,2004,v2275,00630
ICPSR_04263,7,2004,v3278,00630
ICPSR_04263,8,2004,v4278,00630
ICPSR_04264,1,2004,v195,00630
ICPSR_04264,2,2004,v1195,00630
ICPSR_04264,3,2004,v2195,00630
ICPSR_04264,4,2004,v3195,00630
ICPSR_04264,5,2004,v4195,00630
ICPSR_04264,6,2004,v5195,00630
ICPSR_04264,7,2004,v6195,00630
ICPSR_04536,1,2005,v195,00630
ICPSR_04536,2,2005,v1195,00630
ICPSR_04536,3,2005,v2195,00630
ICPSR_04536,4,2005,v3195,00630
ICPSR_04536,5,2005,v4195,00630
ICPSR_04536,6,2005,v5195,00630
ICPSR_04536,7,2005,v6195,00630
ICPSR_04537,1,2005,v1271,00630
ICPSR_04537,2,2005,v2275,00630
ICPSR_04537,3,2005,v3278,00630
ICPSR_04537,4,2005,v4278,00630
ICPSR_04537,5,2005,v1271,00630
ICPSR_04537,6,2005,v2275,00630
ICPSR_04537,7,2005,v3278,00630
ICPSR_04537,8,2005,v4278,00630
ICPSR_20022,1,2006,v195,00630
ICPSR_20022,2,2006,v1195,00630
ICPSR_20022,3,2006,v2195,00630
ICPSR_20022,4,2006,v3195,00630
ICPSR_20022,5,2006,v4195,00630
ICPSR_20022,6,2006,v5195,00630
ICPSR_20022,7,2006,v6195,00630
ICPSR_20180,1,2006,v1284,00630
ICPSR_20180,2,2006,v2275,00630
ICPSR_20180,3,2006,v3278,00630
ICPSR_20180,4,2006,v4278,00630
ICPSR_20180,5,2006,v1284,00630
ICPSR_20180,6,2006,v2275,00630
ICPSR_20180,7,2006,v3278,00630
ICPSR_20180,8,2006,v4278,00630
ICPSR_22480,1,2007,v195,00630
ICPSR_22480,2,2007,v1195,00630
ICPSR_22480,3,2007,v2195,00630
ICPSR_22480,4,2007,v3195,00630
ICPSR_22480,5,2007,v4195,00630
ICPSR_22480,6,2007,v5195,00630
ICPSR_22480,7,2007,v6195,00630
ICPSR_22500,1,2007,v1284,00630
ICPSR_22500,2,2007,v2275,00630
ICPSR_22500,3,2007,v3278,00630
ICPSR_22500,4,2007,v4278,00630
ICPSR_22500,5,2007,v1284,00630
ICPSR_22500,6,2007,v2275,00630
ICPSR_22500,7,2007,v3278,00630
ICPSR_22500,8,2007,v4278,00630
ICPSR_25382,1,2008,v195,00630
ICPSR_25382,2,2008,v1195,00630
ICPSR_25382,3,2008,v2195,00630
ICPSR_25382,4,2008,v3195,00630
ICPSR_25382,5,2008,v4195,00630
ICPSR_25382,6,2008,v5195,00630
ICPSR_25382,7,2008,v6195,00630
ICPSR_25422,1,2008,v1284,00630
ICPSR_25422,2,2008,v2275,00630
ICPSR_25422,3,2008,v3278,00630
ICPSR_25422,4,2008,v4278,00630
ICPSR_25422,5,2008,v1284,00630
ICPSR_25422,6,2008,v2275,00630
ICPSR_25422,7,2008,v3278,00630
ICPSR_25422,8,2008,v4278,00630
ICPSR_28401,1,2009,v195,00630
ICPSR_28401,2,2009,v1195,00630
ICPSR_28401,3,2009,v2195,00630
ICPSR_28401,4,2009,v3195,00630
ICPSR_28401,5,2009,v4195,00630
ICPSR_28401,6,2009,v5195,00630
ICPSR_28401,7,2009,v6195,00630
ICPSR_28402,1,2009,v1284,00630
ICPSR_28402,2,2009,v2276,00630
ICPSR_28402,3,2009,v3278,00630
ICPSR_28402,4,2009,v4279,00630
ICPSR_28402,5,2009,v1284,00630
ICPSR_28402,6,2009,v2276,00630
ICPSR_28402,7,2009,v3278,00630
ICPSR_28402,8,2009,v4279,00630
ICPSR_30984,1,2010,v1291,00630
ICPSR_30984,2,2010,v2276,00630
ICPSR_30984,3,2010,v3278,00630
ICPSR_30984,4,2010,v4279,00630
ICPSR_30984,5,2010,v1291,00630
ICPSR_30984,6,2010,v2276,00630
ICPSR_30984,7,2010,v3278,00630
ICPSR_30984,8,2010,v4279,00630
ICPSR_30985,1,2010,v195,00630
ICPSR_30985,2,2010,v1195,00630
ICPSR_30985,3,2010,v2195,00630
ICPSR_30985,4,2010,v3195,00630
ICPSR_30985,5,2010,v4195,00630
ICPSR_30985,6,2010,v5195,00630
ICPSR_30985,7,2010,v6195,00630
ICPSR_33902,1,2011,v1291,00630
ICPSR_33902,2,2011,v2276,00630
ICPSR_33902,3,2011,v3278,00630
ICPSR_33902,4,2011,v4279,00630
ICPSR_33902,5,2011,v1291,00630
ICPSR_33902,6,2011,v2276,00630
ICPSR_33902,7,2011,v3278,00630
ICPSR_33902,8,2011,v4279,00630
ICPSR_34409,1,2011,v195,00630
ICPSR_34409,2,2011,v1195,00630
ICPSR_34409,3,2011,v2195,00630
ICPSR_34409,4,2011,v3195,00630
ICPSR_34409,5,2011,v4195,00630
ICPSR_34409,6,2011,v5195,00630
ICPSR_34409,7,2011,v6195,00630
ICPSR_34574,1,2012,v7240,00630
ICPSR_34861,1,2012,v2195,00630
ICPSR_34861,2,2012,v1195,00630
ICPSR_34861,3,2012,v2195,00630
ICPSR_34861,4,2012,v3195,00630
ICPSR_34861,5,2012,v4195,00630
ICPSR_34861,6,2012,v5195,00630
ICPSR_34861,7,2012,v6195,00630
ICPSR_35166,1,2013,v7240,00630
ICPSR_35218,1,2013,v2195,00630
ICPSR_35218,2,2013,v1195,00630
ICPSR_35218,3,2013,v2195,00630
ICPSR_35218,4,2013,v3195,00630
ICPSR_35218,5,2013,v4195,00630
ICPSR_35218,6,2013,v5195,00630
ICPSR_35218,7,2013,v6195,00630
ICPSR_36149,1,2014,v7240,00630
ICPSR_36263,1,2014,v2195,00630
ICPSR_36263,2,2014,v1195,00630
ICPSR_36263,3,2014,v2195,00630
ICPSR_36263,4,2014,v3195,00630
ICPSR_36263,5,2014,v4195,00630
ICPSR_36263,6,2014,v5195,00630
ICPSR_36263,7,2014,v6195,00630
ICPSR_36407,1,2015,v7240,00630
ICPSR_36408,1,2015,v2195,00630
ICPSR_36408,2,2015,v1195,00630
ICPSR_36408,3,2015,v2195,00630
ICPSR_36408,4,2015,v3195,00630
ICPSR_36408,5,2015,v4195,00630
ICPSR_36408,6,2015,v5195,00630
ICPSR_36408,7,2015,v6195,00630
ICPSR_36798,1,2016,v2195,00630
ICPSR_36798,2,2016,v1195,00630
ICPSR_36798,3,2016,v2195,00630
ICPSR_36798,4,2016,v3195,00630
ICPSR_36798,5,2016,v4195,00630
ICPSR_36798,6,2016,v5195,00630
ICPSR_36798,7,2016,v6195,00630
ICPSR_36799,1,2016,v7240,00630
ICPSR_37182,1,2017,v2195,00630
ICPSR_37182,1,2017,v1195,00630
ICPSR_37182,1,2017,v2195,00630
ICPSR_37182,1,2017,v3195,00630
ICPSR_37182,1,2017,v4195,00630
ICPSR_37182,1,2017,v5195,00630
ICPSR_37182,1,2017,v6195,00630
ICPSR_37183,1,2017,v7240,00630
ICPSR_37415,1,2018,v7240,00630
ICPSR_37416,1,2018,v2195,00630
ICPSR_37416,1,2018,v1195,00630
ICPSR_37416,1,2018,v2195,00630
ICPSR_37416,1,2018,v3195,00630
ICPSR_37416,1,2018,v4195,00630
ICPSR_37416,1,2018,v5195,00630
ICPSR_37416,1,2018,v6195,00630
ICPSR_37841,1,2019,v2195,00630
ICPSR_37841,1,2019,v1195,00630
ICPSR_37841,1,2019,v2195,00630
ICPSR_37841,1,2019,v3195,00630
ICPSR_37841,1,2019,v4195,00630
ICPSR_37841,1,2019,v5195,00630
ICPSR_37841,1,2019,v6195,00630
ICPSR_37842,1,2019,v7240,00630
ICPSR_38156,1,2020,v2195,00630
ICPSR_38156,1,2020,v1195,00630
ICPSR_38156,1,2020,v2195,00630
ICPSR_38156,1,2020,v3195,00630
ICPSR_38156,1,2020,v4195,00630
ICPSR_38156,1,2020,v5195,00630
ICPSR_38156,1,2020,v6195,00630
ICPSR_38189,1,2020,v7240,00630
ICPSR_38502,1,2021,v7240,00630
ICPSR_38503,1,2021,v2195,00630
ICPSR_38503,1,2021,v1195,00630
ICPSR_38503,1,2021,v2195,00630
ICPSR_38503,1,2021,v3195,00630
ICPSR_38503,1,2021,v4195,00630
ICPSR_38503,1,2021,v5195,00630
ICPSR_38503,1,2021,v6195,00630
ICPSR_38882,1,2022,v2195,00630
ICPSR_38882,1,2022,v1195,00630
ICPSR_38882,1,2022,v2195,00630
ICPSR_38882,1,2022,v3195,00630
ICPSR_38882,1,2022,v4195,00630
ICPSR_38882,1,2022,v5195,00630
ICPSR_38882,1,2022,v6195,00630
ICPSR_38883,1,2022,v7240,00630
ICPSR_39171,1,2023,v7240,00630
ICPSR_39172,1,2023,v2195,00630
ICPSR_39172,2,2023,v1195,00630
ICPSR_39172,3,2023,v2195,00630
ICPSR_39172,4,2023,v3195,00630
ICPSR_39172,5,2023,v4195,00630
ICPSR_39172,6,2023,v5195,00630
ICPSR_39172,7,2023,v6195,00630
ICPSR_02521,1,1991,v1264,00630
ICPSR_02521,2,1991,v2264,00630
ICPSR_02521,3,1991,v1264,00630
ICPSR_02521,4,1991,v2264,00630
ICPSR_02522,1,1992,v1263,00630
ICPSR_02522,2,1992,v2262,00630
ICPSR_02522,3,1992,v1263,00630
ICPSR_02522,4,1992,v2262,00630
ICPSR_02523,1,1993,v1264,00630
ICPSR_02523,2,1993,v2265,00630
ICPSR_02523,3,1993,v1264,00630
ICPSR_02523,4,1993,v2265,00630
ICPSR_02475,1,1994,v1265,00630
ICPSR_02475,2,1994,v2265,00630
ICPSR_02475,3,1994,v1265,00630
ICPSR_02475,4,1994,v2265,00630
ICPSR_02390,1,1995,v1271,00630
ICPSR_02390,2,1995,v2266,00630
ICPSR_02390,3,1995,v1271,00630
ICPSR_02390,4,1995,v2266,00630
ICPSR_02350,1,1996,v1273,00630
ICPSR_02350,2,1996,v2271,00630
ICPSR_02350,3,1996,v1273,00630
ICPSR_02350,4,1996,v2271,00630
ICPSR_02476,1,1997,v1273,00630
ICPSR_02476,2,1997,v2271,00630
ICPSR_02476,3,1997,v3273,00630
ICPSR_02476,4,1997,v4273,00630
ICPSR_02476,5,1997,v1273,00630
ICPSR_02476,6,1997,v2271,00630
ICPSR_02476,7,1997,v3273,00630
ICPSR_02476,8,1997,v4273,00630
ICPSR_02752,1,1998,v1271,00630
ICPSR_02752,2,1998,v2271,00630
ICPSR_02752,3,1998,v3273,00630
ICPSR_02752,4,1998,v4273,00630
ICPSR_02752,5,1998,v1271,00630
ICPSR_02752,6,1998,v2271,00630
ICPSR_02752,7,1998,v3273,00630
ICPSR_02752,8,1998,v4273,00630
ICPSR_02940,1,1999,v1271,00630
ICPSR_02940,2,1999,v2271,00630
ICPSR_02940,3,1999,v3275,00630
ICPSR_02940,4,1999,v4275,00630
ICPSR_02940,5,1999,v1271,00630
ICPSR_02940,6,1999,v2271,00630
ICPSR_02940,7,1999,v3275,00630
ICPSR_02940,8,1999,v4275,00630
ICPSR_03183,1,2000,v1271,00630
ICPSR_03183,2,2000,v2271,00630
ICPSR_03183,3,2000,v3275,00630
ICPSR_03183,4,2000,v4275,00630
ICPSR_03183,5,2000,v1271,00630
ICPSR_03183,6,2000,v2271,00630
ICPSR_03183,7,2000,v3275,00630
ICPSR_03183,8,2000,v4275,00630
ICPSR_03426,1,2001,v1270,00630
ICPSR_03426,2,2001,v2274,00630
ICPSR_03426,3,2001,v3275,00630
ICPSR_03426,4,2001,v4275,00630
ICPSR_03426,5,2001,v1270,00630
ICPSR_03426,6,2001,v2274,00630
ICPSR_03426,7,2001,v3275,00630
ICPSR_03426,8,2001,v4275,00630
ICPSR_03752,1,2002,v1108,05920
ICPSR_03752,2,2002,v2108,05920
ICPSR_03752,3,2002,v3108,05920
ICPSR_03752,4,2002,v4108,05920
ICPSR_03752,5,2002,v1108,05920
ICPSR_03752,6,2002,v2108,05920
ICPSR_03752,7,2002,v3108,05920
ICPSR_03752,8,2002,v4108,05920
ICPSR_03753,3,2002,v2219,05920
ICPSR_03753,7,2002,v6214,05920
ICPSR_04018,1,2003,v1108,05920
ICPSR_04018,2,2003,v2108,05920
ICPSR_04018,3,2003,v3108,05920
ICPSR_04018,4,2003,v4108,05920
ICPSR_04018,5,2003,v1108,05920
ICPSR_04018,6,2003,v2108,05920
ICPSR_04018,7,2003,v3108,05920
ICPSR_04018,8,2003,v4108,05920
ICPSR_04019,3,2003,v2219,05920
ICPSR_04019,7,2003,v6214,05920
ICPSR_04263,1,2004,v1108,05920
ICPSR_04263,2,2004,v2108,05920
ICPSR_04263,3,2004,v3108,05920
ICPSR_04263,4,2004,v4108,05920
ICPSR_04263,5,2004,v1108,05920
ICPSR_04263,6,2004,v2108,05920
ICPSR_04263,7,2004,v3108,05920
ICPSR_04263,8,2004,v4108,05920
ICPSR_04264,3,2004,v2219,05920
ICPSR_04264,7,2004,v6214,05920
ICPSR_04536,3,2005,v2219,05920
ICPSR_04536,7,2005,v6214,05920
ICPSR_04537,1,2005,v1108,05920
ICPSR_04537,2,2005,v2108,05920
ICPSR_04537,3,2005,v3108,05920
ICPSR_04537,4,2005,v4108,05920
ICPSR_04537,5,2005,v1108,05920
ICPSR_04537,6,2005,v2108,05920
ICPSR_04537,7,2005,v3108,05920
ICPSR_04537,8,2005,v4108,05920
ICPSR_20022,3,2006,v2219,05920
ICPSR_20022,7,2006,v6214,05920
ICPSR_20180,1,2006,v1108,05920
ICPSR_20180,2,2006,v2108,05920
ICPSR_20180,3,2006,v3108,05920
ICPSR_20180,4,2006,v4108,05920
ICPSR_20180,5,2006,v1108,05920
ICPSR_20180,6,2006,v2108,05920
ICPSR_20180,7,2006,v3108,05920
ICPSR_20180,8,2006,v4108,05920
ICPSR_22480,3,2007,v2219,05920
ICPSR_22480,7,2007,v6214,05920
ICPSR_22500,1,2007,v1108,05920
ICPSR_22500,2,2007,v2108,05920
ICPSR_22500,3,2007,v3108,05920
ICPSR_22500,4,2007,v4108,05920
ICPSR_22500,5,2007,v1108,05920
ICPSR_22500,6,2007,v2108,05920
ICPSR_22500,7,2007,v3108,05920
ICPSR_22500,8,2007,v4108,05920
ICPSR_25382,3,2008,v2219,05920
ICPSR_25382,7,2008,v6214,05920
ICPSR_25422,1,2008,v1108,05920
ICPSR_25422,2,2008,v2108,05920
ICPSR_25422,3,2008,v3108,05920
ICPSR_25422,4,2008,v4108,05920
ICPSR_25422,5,2008,v1108,05920
ICPSR_25422,6,2008,v2108,05920
ICPSR_25422,7,2008,v3108,05920
ICPSR_25422,8,2008,v4108,05920
ICPSR_28401,3,2009,v2219,05920
ICPSR_28401,7,2009,v6214,05920
ICPSR_28402,1,2009,v1108,05920
ICPSR_28402,2,2009,v2108,05920
ICPSR_28402,3,2009,v3108,05920
ICPSR_28402,4,2009,v4108,05920
ICPSR_28402,5,2009,v1108,05920
ICPSR_28402,6,2009,v2108,05920
ICPSR_28402,7,2009,v3108,05920
ICPSR_28402,8,2009,v4108,05920
ICPSR_30984,1,2010,v1108,05920
ICPSR_30984,2,2010,v2108,05920
ICPSR_30984,3,2010,v3108,05920
ICPSR_30984,4,2010,v4108,05920
ICPSR_30984,5,2010,v1108,05920
ICPSR_30984,6,2010,v2108,05920
ICPSR_30984,7,2010,v3108,05920
ICPSR_30984,8,2010,v4108,05920
ICPSR_30985,3,2010,v2219,05920
ICPSR_30985,7,2010,v6214,05920
ICPSR_33902,1,2011,v1108,05920
ICPSR_33902,2,2011,v2108,05920
ICPSR_33902,3,2011,v3108,05920
ICPSR_33902,4,2011,v4108,05920
ICPSR_33902,5,2011,v1108,05920
ICPSR_33902,6,2011,v2108,05920
ICPSR_33902,7,2011,v3108,05920
ICPSR_33902,8,2011,v4108,05920
ICPSR_34409,3,2011,v2219,05920
ICPSR_34409,7,2011,v6214,05920
ICPSR_34861,3,2012,v2219,05920
ICPSR_34861,7,2012,v6214,05920
ICPSR_35218,3,2013,v2219,05920
ICPSR_35218,7,2013,v6214,05920
ICPSR_36263,3,2014,v2219,05920
ICPSR_36263,7,2014,v6214,05920
ICPSR_36408,3,2015,v2219,05920
ICPSR_36408,7,2015,v6214,05920
ICPSR_36798,3,2016,v2219,05920
ICPSR_36798,7,2016,v6214,05920
ICPSR_37182,1,2017,v2219,05920
ICPSR_37182,1,2017,v6214,05920
ICPSR_37416,1,2018,v2219,05920
ICPSR_37416,1,2018,v6214,05920
ICPSR_37841,1,2019,v2219,05920
ICPSR_37841,1,2019,v6214,05920
ICPSR_38156,1,2020,v2219,05920
ICPSR_38156,1,2020,v6214,05920
ICPSR_38503,1,2021,v2219,05920
ICPSR_38503,1,2021,v6214,05920
ICPSR_38882,1,2022,v2219,05920
ICPSR_38882,1,2022,v6214,05920
ICPSR_39172,3,2023,v2219,05920
ICPSR_39172,7,2023,v6214,05920
ICPSR_02521,1,1991,v1114,05920
ICPSR_02521,2,1991,v2114,05920
ICPSR_02521,3,1991,v1114,05920
ICPSR_02521,4,1991,v2114,05920
ICPSR_02522,1,1992,v1108,05920
ICPSR_02522,2,1992,v2108,05920
ICPSR_02522,3,1992,v1108,05920
ICPSR_02522,4,1992,v2108,05920
ICPSR_02523,1,1993,v1108,05920
ICPSR_02523,2,1993,v2108,05920
ICPSR_02523,3,1993,v1108,05920
ICPSR_02523,4,1993,v2108,05920
ICPSR_02475,1,1994,v1108,05920
ICPSR_02475,2,1994,v2108,05920
ICPSR_02475,3,1994,v1108,05920
ICPSR_02475,4,1994,v2108,05920
ICPSR_02390,1,1995,v1108,05920
ICPSR_02390,2,1995,v2108,05920
ICPSR_02390,3,1995,v1108,05920
ICPSR_02390,4,1995,v2108,05920
ICPSR_02350,1,1996,v1108,05920
ICPSR_02350,2,1996,v2108,05920
ICPSR_02350,3,1996,v1108,05920
ICPSR_02350,4,1996,v2108,05920
ICPSR_02476,1,1997,v1108,05920
ICPSR_02476,2,1997,v2108,05920
ICPSR_02476,3,1997,v3108,05920
ICPSR_02476,4,1997,v4108,05920
ICPSR_02476,5,1997,v1108,05920
ICPSR_02476,6,1997,v2108,05920
ICPSR_02476,7,1997,v3108,05920
ICPSR_02476,8,1997,v4108,05920
ICPSR_02752,1,1998,v1108,05920
ICPSR_02752,2,1998,v2108,05920
ICPSR_02752,3,1998,v3108,05920
ICPSR_02752,4,1998,v4108,05920
ICPSR_02752,5,1998,v1108,05920
ICPSR_02752,6,1998,v2108,05920
ICPSR_02752,7,1998,v3108,05920
ICPSR_02752,8,1998,v4108,05920
ICPSR_02940,1,1999,v1108,05920
ICPSR_02940,2,1999,v2108,05920
ICPSR_02940,3,1999,v3108,05920
ICPSR_02940,4,1999,v4108,05920
ICPSR_02940,5,1999,v1108,05920
ICPSR_02940,6,1999,v2108,05920
ICPSR_02940,7,1999,v3108,05920
ICPSR_02940,8,1999,v4108,05920
ICPSR_03183,1,2000,v1108,05920
ICPSR_03183,2,2000,v2108,05920
ICPSR_03183,3,2000,v3108,05920
ICPSR_03183,4,2000,v4108,05920
ICPSR_03183,5,2000,v1108,05920
ICPSR_03183,6,2000,v2108,05920
ICPSR_03183,7,2000,v3108,05920
ICPSR_03183,8,2000,v4108,05920
ICPSR_03426,1,2001,v1108,05920
ICPSR_03426,2,2001,v2108,05920
ICPSR_03426,3,2001,v3108,05920
ICPSR_03426,4,2001,v4108,05920
ICPSR_03426,5,2001,v1108,05920
ICPSR_03426,6,2001,v2108,05920
ICPSR_03426,7,2001,v3108,05920
ICPSR_03426,8,2001,v4108,05920
ICPSR_34574,1,2012,v7378,05925
ICPSR_35166,1,2013,v7378,05925
ICPSR_36149,1,2014,v7378,05925
ICPSR_36407,1,2015,v7378,05925
ICPSR_36799,1,2016,v7378,05925
ICPSR_37183,1,2017,v7378,05925
ICPSR_37415,1,2018,v7378,05925
ICPSR_37842,1,2019,v7378,05925
ICPSR_38189,1,2020,v7378,05925
ICPSR_38502,1,2021,v7378,05925
ICPSR_38883,1,2022,v7378,05925
ICPSR_39171,1,2023,v7378,05925
ICPSR_03752,1,2002,v1101,24770
ICPSR_03752,2,2002,v2101,24770
ICPSR_03752,3,2002,v3101,24770
ICPSR_03752,4,2002,v4101,24770
ICPSR_03752,5,2002,v1101,24770
ICPSR_03752,6,2002,v2101,24770
ICPSR_03752,7,2002,v3101,24770
ICPSR_03752,8,2002,v4101,24770
ICPSR_04018,1,2003,v1101,24770
ICPSR_04018,2,2003,v2101,24770
ICPSR_04018,3,2003,v3101,24770
ICPSR_04018,4,2003,v4101,24770
ICPSR_04018,5,2003,v1101,24770
ICPSR_04018,6,2003,v2101,24770
ICPSR_04018,7,2003,v3101,24770
ICPSR_04018,8,2003,v4101,24770
ICPSR_04263,1,2004,v1101,24770
ICPSR_04263,2,2004,v2101,24770
ICPSR_04263,3,2004,v3101,24770
ICPSR_04263,4,2004,v4101,24770
ICPSR_04263,5,2004,v1101,24770
ICPSR_04263,6,2004,v2101,24770
ICPSR_04263,7,2004,v3101,24770
ICPSR_04263,8,2004,v4101,24770
ICPSR_04537,1,2005,v1101,24770
ICPSR_04537,2,2005,v2101,24770
ICPSR_04537,3,2005,v3101,24770
ICPSR_04537,4,2005,v4101,24770
ICPSR_04537,5,2005,v1101,24770
ICPSR_04537,6,2005,v2101,24770
ICPSR_04537,7,2005,v3101,24770
ICPSR_04537,8,2005,v4101,24770
ICPSR_20180,1,2006,v1101,24770
ICPSR_20180,2,2006,v2101,24770
ICPSR_20180,3,2006,v3101,24770
ICPSR_20180,4,2006,v4101,24770
ICPSR_20180,5,2006,v1101,24770
ICPSR_20180,6,2006,v2101,24770
ICPSR_20180,7,2006,v3101,24770
ICPSR_20180,8,2006,v4101,24770
ICPSR_22500,1,2007,v1101,24770
ICPSR_22500,2,2007,v2101,24770
ICPSR_22500,3,2007,v3101,24770
ICPSR_22500,4,2007,v4101,24770
ICPSR_22500,5,2007,v1101,24770
