year,variable,value,question,N,low,pct,upp
2002,religimp,Yes,eqpay,4578,0.691599282021864,0.707655750816577,0.72371221961129
2002,religimp,Yes,jobop,4578,0.566862305322039,0.584045548979006,0.601228792635973
2003,religimp,No,eqpay,3336,0.701898061022569,0.719591003875216,0.737283946727863
2003,religimp,No,jobop,3336,0.593090054273546,0.611953312365214,0.630816570456882
2003,religimp,Yes,eqpay,4545,0.698061068058552,0.713414084633336,0.72876710120812
2003,religimp,Yes,jobop,4545,0.562477269689288,0.579196135211267,0.595915000733245
2004,religimp,No,eqpay,3448,0.699335698642645,0.716447375512358,0.733559052382071
2004,religimp,No,jobop,3448,0.571011313798275,0.589788327702755,0.608565341607235
2004,religimp,Yes,eqpay,4794,0.686646517972525,0.701571313825824,0.716496109679123
2004,religimp,Yes,jobop,4794,0.542511260670791,0.558933329857456,0.575355399044121
2005,religimp,No,eqpay,3553,0.692879958050102,0.710021913762316,0.727163869474531
2005,religimp,No,jobop,3553,0.566831598347781,0.585550726186063,0.604269854024346
2005,religimp,Yes,eqpay,4678,0.704207330975107,0.719323164784249,0.73443899859339
2005,religimp,Yes,jobop,4678,0.564420269513976,0.580842895022192,0.597265520530408
2006,religimp,No,eqpay,1758,0.684143573221551,0.708138382917877,0.732133192614204
2006,religimp,No,jobop,1758,0.549435082725299,0.57556067794024,0.60168627315518
2006,religimp,Yes,eqpay,2311,0.693277309427496,0.714392000521464,0.735506691615432
2006,religimp,Yes,jobop,2311,0.555287473934942,0.57834219158664,0.601396909238337
2007,religimp,No,eqpay,1744,0.698159420218676,0.723177827641724,0.748196235064772
2007,religimp,No,jobop,1744,0.583797660066828,0.61066429696612,0.637530933865411
2007,religimp,Yes,eqpay,2251,0.696489741256275,0.718250349125659,0.740010956995042
2007,religimp,Yes,jobop,2251,0.552636334440806,0.576444287460587,0.600252240480368
2008,religimp,No,eqpay,1609,0.694423817631646,0.720140678922842,0.745857540214038
2008,religimp,No,jobop,1609,0.553759174622691,0.581713811217146,0.609668447811601
2008,religimp,Yes,eqpay,2083,0.712396552297157,0.733990568083944,0.755584583870732
2008,religimp,Yes,jobop,2083,0.552162642748814,0.576672501703873,0.601182360658931
2009,religimp,No,eqpay,1693,0.697774878022181,0.723501384266505,0.749227890510828
2009,religimp,No,jobop,1693,0.611230405134831,0.638784217863568,0.666338030592306
2009,religimp,Yes,eqpay,2031,0.674591434965594,0.699278381760835,0.723965328556076
2009,religimp,Yes,jobop,2031,0.564662141126027,0.590554491305407,0.616446841484787
